url,label,using_ip,long_url,having_@_symbol,redirection_//_symbol,has_dash_-_symbol,numof_sub_domains,non_std_port,abnormal_url,google_index,count.,count-www,count@,count_dir,count_embed_domian,count%,count?,count-,count=,url_length,hostname_length,sus_url,has_http,has_special_char,misspell_brand_name,url_entropy,count_digits,count_parameters,count_fragments,is_online,days_since_domain_registered,days_until_domain_expires,num_html_chars,num_headings,num_images,num_links,num_script_chars,num_special_chars,script_to_special_char_ratio,script_to_body_ratio,count_redirects,count_external_links,count_iframes,has_privacy_policy,domain_registered_long_ago,domain_expiration_far_future,favicon_external,length_of_path,num_of_delimiters,using_https,num_of_subdirectories,url_is_ip
vancouver.mediacoop.ca/story/2671,benign,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,33,0,0,0,0,0,4.2107645737727895,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,33,0,0,2,0
chemistry.about.com/od/famouschemists/ig/Chemistry-Nobel-Prize-Photos/1989---Sidney-Altman.htm,benign,0,1,0,0,0,1,0,0,1,3,0,0,5,0,0,0,7,0,94,0,0,0,0,0,4.5744933060363095,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,94,0,0,5,0
pipl.com/directory/name/Bolton/Gill,benign,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,35,0,0,0,0,0,3.907714802597437,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,35,0,0,4,0
moneysupermarket.com/savings/,benign,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,29,0,0,0,0,0,4.021268494903765,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,29,0,0,2,0
visitslovenia.net/en/hotel-reservations/hotel-planja-rogla,benign,0,1,0,0,0,1,0,0,1,1,0,0,3,0,0,0,3,0,58,0,0,0,0,0,3.8800631186578975,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,58,0,0,3,0
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=DESC&db=aaa123&id=I6405,benign,0,1,0,0,0,1,0,0,1,4,0,0,2,0,0,1,1,3,67,0,0,0,1,0,4.8499109299299485,7,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,40,0,0,2,0
manta.com/ic/mt6j7t7/ca/cinemas-guzzo-inc,benign,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,2,0,41,0,0,0,0,0,3.945983639229616,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,41,0,0,4,0
beemp3.com/index.php?q=ctv+believe+nikki+yanofsky+2010+vancouver+canada,benign,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,1,71,0,0,0,0,0,4.619532993954059,5,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,20,0,0,1,0
stats.theahl.com/stats/game-summary.php?game_id=1003892,benign,0,1,0,0,0,1,0,0,1,3,0,0,2,0,0,1,1,1,55,0,0,0,0,0,4.461298641995062,7,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,39,1,0,2,0
draftthompson08.blogspot.com/,benign,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,29,0,0,0,0,0,4.017824858003425,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,-1,-1,-1,29,0,0,1,0
naqt.com/YouGottaKnow/kings-of-france.html,benign,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,2,0,42,0,0,0,0,0,4.336019137621611,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,42,0,0,2,0
allalliedhealthschools.com/school/fletcher-allen-health-care/vermont-burlington,benign,0,1,0,0,0,1,0,0,1,1,0,0,3,0,0,0,4,0,79,0,0,0,0,0,3.992877585202572,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,79,0,0,3,0
ca.linkedin.com/pub/megan-marshall/22/899/40b,benign,0,0,0,0,0,1,0,0,1,2,0,0,5,0,0,0,1,0,45,0,0,0,0,0,4.427979696753515,7,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,45,0,0,5,0
dbpedia.openlinksw.com:8890/resource/David_Papaleo,benign,0,0,0,0,0,1,1,0,1,2,0,0,2,0,0,0,0,0,50,0,0,0,0,0,4.48637013015618,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,-1,-1,-1,27,1,0,2,0
glamsham.com/music/lyrics/mausam/1425/index.htm,benign,0,0,0,0,0,1,0,0,1,2,0,0,5,0,0,0,0,0,47,0,0,0,0,0,4.176484597780467,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,47,0,0,5,0
facebook.com/people/Elaine-Joyce/100000708007178,benign,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,1,0,48,0,0,0,0,0,4.0957136787344055,15,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,48,0,0,3,0
flickr.com/photos/lucasroberts/4894544173/,benign,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,42,0,0,0,0,0,4.38601593452899,10,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,42,0,0,4,0
en.wikipedia.org/wiki/Category:Iowa_Hawkeyes_football_players,benign,0,1,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,61,0,0,0,0,0,4.3239624446392,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,61,3,0,2,0
prlog.org/11333578-iclei-usa-delegation-local-leaders-and-sustainability-experts-travel-to-new-delhi-india.html,benign,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,13,0,111,0,0,0,0,0,4.354664604273916,8,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,111,0,0,1,0
people.famouswhy.com/bob_marley_and_lucy_pounder-r8258.html,benign,0,1,0,0,0,1,0,0,1,3,0,0,1,0,0,0,1,0,59,0,0,0,0,0,4.456558888558152,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,59,4,0,1,0
dartmouthsports.com/ViewArticle.dbml?DB_OEM_ID=11600&ATCLID=1513162,benign,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,2,67,0,0,0,1,0,5.10147440712806,12,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,36,2,0,1,0
babyfit.sparkpeople.com/lastname.asp?id=1917,benign,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,1,0,1,44,0,0,0,0,0,4.371379278161678,4,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,36,0,0,1,0
rcnvr.com/L%20-%20RCN%20-%20WW2.php,benign,0,0,0,0,0,1,0,0,1,2,0,0,1,0,4,0,2,0,35,0,0,0,0,0,3.997579003389628,9,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,35,0,0,1,0
familytreemaker.genealogy.com/users/s/c/o/Cary-G-Scott-WI/WEBSITE-0001/UHP-Index.html,benign,0,1,0,0,0,1,0,0,1,3,0,0,7,0,0,0,5,0,85,0,0,0,0,0,4.830604796156671,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,85,0,0,7,0
facebook.com/pages/Tango-Lorca/108820695808638,benign,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,1,0,46,0,0,0,0,0,4.404345793983881,15,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,46,0,0,3,0
slygrenier.blogspot.com/2009/02/sylvain-ecole-de-lutte-ouvrira-bientot.html,benign,0,1,0,0,0,1,0,0,1,3,0,0,3,0,0,0,5,0,75,0,0,0,0,0,4.421286857794038,6,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,-1,-1,-1,75,0,0,3,0
studio-montreal.com/,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,20,0,0,0,0,0,3.884183719779189,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,-1,-1,-1,20,0,0,1,0
twitter.com/wallyKOTA,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,21,0,0,0,0,0,3.975418017913833,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,21,0,0,1,0
stm.info/English/metro/a-m50.htm,benign,0,0,0,0,0,1,0,0,1,2,0,0,3,0,0,0,1,0,32,0,0,0,0,0,4.077819531114783,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,32,0,0,3,0
freebase.com/view/en/john_markoff,benign,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,33,0,1,0,0,0,4.017900089633387,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,33,1,0,3,0
linkedin.com/pub/mike-vrabac/8/43/474,benign,0,0,0,0,0,1,0,0,1,1,0,0,5,0,0,0,1,0,37,0,0,0,0,0,4.260279974311012,6,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,37,0,0,5,0
twitter.com/JermyJacob,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,22,0,0,0,0,0,3.697845823084412,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,22,0,0,1,0
ayitinou.com/article-posts/29-haitian-articles/3608-the-minister-of-justice-emerges-as-the-sole-defendant.html,benign,0,1,0,0,0,1,0,0,1,2,0,0,3,0,0,0,12,0,110,0,0,0,0,0,4.306379479517941,6,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,110,0,0,3,0
downloadfilmonline.com/blindness/,benign,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,33,0,0,0,0,0,3.677139104850461,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,0,1,-1,33,0,0,2,0
mgclaw.com/news-and-press/,benign,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,2,0,26,0,0,0,0,0,3.902174814211728,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,26,0,0,2,0
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=U1ARTU0001761,benign,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,2,67,0,0,0,1,0,4.840134481690344,8,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,37,0,0,1,0
soccermundialnet.blogspot.com/2011/10/pan-am-games-2011-with-its-second-win.html,benign,0,1,0,0,0,1,0,0,1,3,0,0,3,0,0,0,7,0,80,0,0,0,0,0,4.417817128516387,10,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,-1,-1,-1,80,0,0,3,0
facebook.com/john.bethunewilliams,benign,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,33,0,0,0,0,0,4.112427831414106,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,33,0,0,1,0
facebook.com/abraham.reveco,benign,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,27,0,0,0,0,0,3.5137847242254345,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,27,0,0,1,0
en.wikipedia.org/wiki/Category:Automotive_engineering,benign,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,53,0,0,0,0,0,4.083368389304138,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,53,1,0,2,0
dating.poptower.com/rachelle-lefevre-dating.htm,benign,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,2,0,47,0,0,0,0,0,4.165563053483078,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,47,0,0,1,0
wibw.com/sports/ncaakstate/OKC_To_Host_Big_12_Womens_Tournament__134420338.html,benign,0,1,0,0,0,1,0,0,1,2,0,0,3,0,0,0,0,0,79,0,0,0,0,0,4.748162355903924,11,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,79,8,0,3,0
dailycaller.com/2011/06/14/drunk-wannabe-knight-rams-into-womans-house-in-failed-attempt-at-wooing/,benign,0,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,11,0,99,0,0,0,0,0,4.486870596941602,8,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,99,0,0,5,0
blog.fairytalevegas.com/,benign,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,24,0,0,0,0,0,3.9701755214643457,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,24,0,0,1,0
picarena.com/index.php?fighter1=Roberta+Vasquez&fighter2=Venus+Terzo&action=fight,benign,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,3,81,0,0,0,1,0,4.659440941916047,2,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,22,0,0,1,0
youtube.com/watch?v=xOWPPz4E4N4,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,31,0,0,0,0,0,4.478232197413861,3,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,17,0,0,1,0
sportsreport.gospot.info/uncategorized/philadelphia-union-vs-houston-dynamo-live-mls-cup-2011-calen-carr-puts-dynamo-back-in-front/,benign,0,1,0,0,0,1,0,0,1,2,0,0,3,0,0,0,15,0,131,0,0,0,0,0,4.4250033748366935,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,0,0,-1,131,0,0,3,0
youtube.com/watch?v=NT7hokfLN5I,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,31,0,0,0,0,0,4.478232197413861,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,17,0,0,1,0
thefreedictionary.com/apologies,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,31,0,1,0,0,0,4.026619294188054,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,31,0,0,1,0
allstarpics.net/pic-gallery/tara-spencer-nairn-pics.htm,benign,0,1,0,0,0,1,0,0,1,2,0,0,2,0,0,0,4,0,55,0,0,0,0,0,3.906461250274409,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,55,0,0,2,0
donorschoose.org/school/john-muir-middle-school/4011,benign,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,3,0,52,0,0,0,0,0,4.012966526566967,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,52,0,0,3,0
content.unity.org/,benign,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,18,0,0,0,0,0,3.419381945646371,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,18,0,0,1,0
gf.nd.gov/fishing/fish-waters-west.html,benign,0,0,0,0,0,1,0,0,1,3,0,0,2,0,0,0,2,0,39,0,0,0,0,0,4.092342603144792,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,-1,-1,-1,39,0,0,2,0
ebay.com/sch/i.html?_nkw=A+League+of+Their+Own,benign,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,1,0,1,46,0,0,0,0,0,4.681064401662154,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,19,1,0,2,0
facebook.com/ram.sampath1,benign,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,25,0,0,0,0,0,3.7834651896016456,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,25,0,0,1,0
pipl.com/directory/name/Viljoen/2380,benign,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,36,0,0,0,0,0,4.218128820706466,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,36,0,0,4,0
onlineworldofwrestling.com/profiles/r/raymond-rougeau.html,benign,0,1,0,0,0,1,0,0,1,2,0,0,3,0,0,0,1,0,58,0,0,0,0,0,4.21943681513348,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,58,0,0,3,0
avsforum.com/avs-vb/showthread.php?t=1281534&goto=newpost,benign,0,1,0,0,0,1,0,0,1,2,0,0,2,0,0,1,1,2,57,0,0,0,1,0,4.665708873586128,7,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,34,0,0,2,0
basil.poledouris.com/,benign,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,21,0,0,0,0,0,3.784941827437642,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,21,0,0,1,0
myspace.com/myepic,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,18,0,0,0,0,0,3.3082708345352603,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,18,0,0,1,0
everything2.com/title/Why+the+United+States+has+a+two-party+political+system,benign,0,1,0,0,0,1,0,0,1,1,0,0,2,0,0,0,1,0,76,0,0,0,0,0,4.268528984330243,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,76,0,0,2,0
facebook.com/people/George-Stevens/1378876788,benign,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,1,0,45,0,0,0,0,0,4.319166431148187,10,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,45,0,0,3,0
scribd.com/doc/14186/-A-Glimpse-Into-The-Mind-of-a-Deep-Thinker,benign,0,1,0,0,0,1,0,0,1,1,0,0,3,0,0,0,9,0,63,0,0,0,0,0,4.562065391816242,5,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,63,0,0,3,0
acronyms.thefreedictionary.com/Cfmb,benign,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,35,0,1,0,0,0,4.050013373778755,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,35,0,0,1,0
en.wikipedia.org/wiki/1946_Davis_Cup,benign,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,36,0,0,0,0,0,4.294653473544341,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,36,2,0,2,0
itunes.apple.com/us/artist/festival-du-monde-arabe-montreal/id389416572,benign,0,1,0,0,0,1,0,0,1,2,0,0,4,0,0,0,4,0,71,0,0,0,0,0,4.573502006853484,9,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,71,0,0,4,0
facebook.com/pages/Amir-Khadir/112858858728799,benign,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,1,0,46,0,0,0,0,0,4.526294499949898,15,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,46,0,0,3,0
inter-state.com/,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,16,0,0,0,0,0,3.577819531114783,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,16,0,0,1,0
forums.crackberry.com/blackberry-apps-f35/opera-mini-tour-socket-mode-fail-telus-269709/,benign,0,1,0,0,0,1,0,0,1,2,0,0,3,0,0,0,9,0,88,0,0,0,0,0,4.509861806251167,8,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,88,0,0,3,0
faqs.org/people-search/dudek-florida/,benign,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,2,0,37,0,0,0,0,0,4.080414513985239,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,37,0,0,3,0
stratfordbeaconherald.com/ArticleDisplay.aspx?e=3351700,benign,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,1,55,0,0,0,0,0,4.628921931974583,7,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,45,0,0,1,0
twitter.com/LeBlancLucieMC,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,26,0,0,0,0,0,3.997952698660691,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,26,0,0,1,0
pipl.com/directory/name/Belisle/Tamara,benign,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,38,0,0,0,0,0,3.9579393553211153,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,38,0,0,4,0
selfwipe.com/,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,13,0,0,0,0,0,3.5465935642949384,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,13,0,0,1,0
wiki.answers.com/Q/What_is_the_correct_punctuation_Mlle_or_Mlle,benign,0,1,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,63,0,0,0,0,0,4.2449715439798,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,63,7,0,2,0
spokeo.com/William+Shreve,benign,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,25,0,0,0,0,0,4.023465189601646,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,25,0,0,1,0
census-online.com/links/Canada/ON/Province-wide/,benign,0,0,0,0,0,1,0,0,1,1,0,0,5,0,0,0,2,0,48,0,0,0,0,0,4.16540071973329,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,48,0,0,5,0
store.catholicism.org/long-live-slavery-br-john-eudes-m-i-c-m-tert-cd-.html,benign,0,1,0,0,0,1,0,0,1,3,0,0,1,0,0,0,12,0,75,0,0,0,0,0,4.142449864961814,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,75,0,0,1,0
vancouver.en.craigslist.ca/rds/bks/2688382965.html,benign,0,0,0,0,0,1,0,0,1,4,0,0,3,0,0,0,0,0,50,0,0,0,0,0,4.528367439558378,10,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,50,0,0,3,0
crd.bc.ca/hfp/mountview/index.htm,benign,0,0,0,0,0,1,0,0,1,3,0,0,3,0,0,0,0,0,33,0,0,0,0,0,4.187889194919351,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,33,0,0,3,0
publicbackgroundchecks.com/searchresponse.aspx?view=NM&BasicString=TERRI%20HUBBARD&IsAdvanceSearch=0,benign,0,1,0,0,0,1,0,0,1,2,0,0,1,0,1,1,0,3,100,0,0,0,1,0,5.0090458456394105,3,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,46,0,0,1,0
romfi.com/category.cfm?Category=%3A!A%5D%23X%3C8BVG%5C6R%3C4%2F%3A%2F%5C5_1NDJ%20NS%2B%2C%5C5KL%20%20%0A&review=!%23%40%20%20%0A,benign,0,1,0,0,0,1,0,0,1,2,0,0,1,0,22,1,0,2,128,0,0,0,1,0,4.781627395649597,36,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,22,1,0,1,0
di-arezzo.co.uk/stats_compo.php,benign,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,1,0,31,0,0,0,0,0,4.066784213473103,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,31,1,0,1,0
importgenius.com/importers/geo-f-novey-inc,benign,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,3,0,42,0,0,0,0,0,3.9963843160385055,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,1,-1,42,0,0,2,0
support.microsoft.com/kb/916452,benign,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,31,0,0,0,0,0,4.180002761999779,6,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,31,0,0,2,0
answers.yahoo.com/question/index?qid=20060828181154AA3Vrpm,benign,0,1,0,0,0,1,0,0,1,2,0,0,2,0,0,1,0,1,58,0,0,0,0,0,4.835839400038877,15,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,32,0,0,2,0
r3z4prof.me/2010/11/single-%E5%B5%90arashi-%E6%9E%9C%E3%81%A6%E3%81%AA%E3%81%84%E7%A9%BAhatenai-sora-2010-11-10/,benign,0,1,0,0,0,1,0,0,1,1,0,0,4,0,18,0,6,0,112,0,0,0,0,0,4.553489664082101,37,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,112,0,0,4,0
michael-patrick-ryan.gonetoosoon.org/,benign,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,2,0,37,0,0,0,0,0,4.026360459931184,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,-1.0,0,0,0,False,1,0,-1,37,0,0,1,0
